stocks_return,bonds_return,real_estate_return,portfolio_return,portfolio_value
0.009155096884786301,0.002865410837419903,0.058594892653008754,0.012212170647398627,101221.21706473986
-0.17739768302644013,0.03478602749592975,-0.004973740051841563,-0.09650017557226931,90349.98244277306
-0.1489587945179007,0.047080155858007386,-0.10619835714478636,-0.08587106566781684,91412.89343321831
-0.014678889901946435,0.05627318994244805,0.08643043586529478,0.016717666628096033,101671.76666280959
-0.021807357239639835,0.11892843836693134,0.24777843541434996,0.047371960707730504,104737.19607077305
0.16027871953177392,0.029259383695542943,0.21810031316516915,0.12675507814424414,112675.50781442442
0.20872115053718182,-0.02380814475059203,0.28175637586469354,0.1462658844836008,114626.5884483601
0.13830121922787617,0.11206790756574125,0.08880153713746398,0.12548125752019446,112548.12575201945
0.19674435057079365,0.10217754825279562,0.10721375004633783,0.15942124982294864,115942.12498229486
0.009791680862518748,0.04937168227960405,0.11160163643478413,0.03184667684487087,103184.66768448708
0.2777678500853607,0.049706845603441026,-0.057176836770433656,0.17585508005520534,117585.50800552055
0.3144406215556832,0.11208625195645008,0.07441722324631103,0.22973197084497604,122973.19708449762
-0.016682389702033618,0.0998498801811511,0.2547828350271088,0.04542381373583604,104542.3813735836
0.09462237281814077,0.03056260879372199,-0.005468275828595451,0.06539537874614151,106539.53787461414
0.10445475628810948,0.11299546328177792,0.11675780836581809,0.10824727359398088,110824.72735939808
0.21153654951780182,-0.0045432773704333,0.17597739806965562,0.14315668630651665,114315.66863065166
-0.028071855801919537,0.01802080677742313,0.22688242171524636,0.011251370723599856,101125.13707236
0.14304533464375238,0.013312888614459312,0.17312271633553772,0.107133339004143,110713.33390041429
-0.04728864956318091,0.07123341321190578,-0.08352020904232259,-0.015355186678569067,98464.4813321431
0.16996383290214107,-0.0038471138562248333,0.07011858959744809,0.107836024544162,110783.6024544162
0.17387108663718848,0.09888217322035411,0.13139536286896775,0.14712684023531608,114712.6840235316
0.3456228711417726,-0.012254224423382198,0.08625288631087759,0.21232274398913664,121232.27439891367
0.15271692004249054,0.024526613259974607,-0.012107277988305229,0.09777740820465618,109777.74082046561
0.23174173451157448,-0.027666543322983718,0.09116047305875347,0.1398611250159249,113986.11250159249
0.15982112430490136,0.17047460298573125,-0.07034254131616942,0.14000080134704326,114000.08013470433
-0.04187852185487212,0.04591491533070142,0.0133703642596682,-0.010015602087746026,98998.4397912254
0.00592181560660604,0.04694885417600088,0.26622608133637055,0.04426035375040094,104426.0353750401
0.09329792897688194,0.06355202760764353,-0.08880448629840872,0.06616391703858135,106616.39170385813
0.22511634711445405,0.0032672033165366057,0.18616892308447208,0.15466686157208062,115466.68615720805
0.02305918263786111,0.010676966939011087,0.10838002183235004,0.027876601847654996,102787.66018476551
0.11866064622836911,0.0745942471580719,-0.02111352337576991,0.09146330954686603,109146.3309546866
0.138211297619254,0.11440616423348937,0.14056879899034752,0.13130550774063396,113130.5507740634
0.058137374385209696,0.03694495983442482,0.03376058477704713,0.04934197105915797,104934.19710591581
0.08496841127580337,0.06105995836480224,0.2336905840266807,0.09266809267759077,109266.80926775908
0.12855261564900758,0.050417964425629305,0.18196563696372553,0.1104535224134659,111045.3522413466
0.10288188668071803,0.029798824046102,-0.13143542334616454,0.057525236887644965,105752.52368876449
0.04645897030472178,0.1308084574987806,0.06822343635136784,0.07394026306760403,107394.02630676041
0.11391842593576265,-0.07988377462319518,0.07706297714557081,0.052092220889056115,105209.22208890562
0.1454378544053771,0.04417886640738921,0.06432310950224568,0.10694868351566758,110694.86835156677
0.3519408383977213,0.01741641924558962,0.052015096495782176,0.22159093846188788,122159.0938461888
-0.07044758384743605,-0.03823408979647477,0.11292165497984141,-0.04244661174941992,95755.33882505802
0.37532033210102844,-0.051093684212211395,0.1230201639914542,0.22216611039609907,122216.6110396099
0.25230359515599543,0.044950582456613083,0.20494741199618308,0.1853620730301995,118536.20730301995
0.1283271533591727,0.03986778799663399,0.26601415280169377,0.11555804369466319,111555.80436946632
0.302516059722703,0.09693029751947198,0.10871747151453982,0.2214604722409174,122146.04722409174
-0.20373794261843473,0.038018768834672895,0.046353202888561984,-0.10620181463180275,89379.81853681972
-0.09020738384488788,0.018451768743096744,0.1420248407679477,-0.03438641560720894,96561.35843927911
-0.19172270559371543,0.014725473603607174,0.14366960610484747,-0.09624902066466236,90375.09793353376
0.0812811431094082,0.09870078932089565,-0.014716231450644032,0.07690729951684921,107690.72995168492
0.3531755793474459,0.04038008632662588,0.12277365768296324,0.23629673927475164,123629.67392747517
0.06755418397314883,0.07100129872192106,0.028413212395702533,0.06467422124003586,106467.42212400357
0.06858595202710051,0.07279748432127953,0.034864876071230705,0.06647730411976724,106647.73041197672
-0.21276465257306912,0.0788367219372671,-0.0982638110484962,-0.11383415606751096,88616.58439324891
-0.05108611406062574,-0.0068270526992083025,0.128497067349352,-0.01985007751120273,98014.99224887973
-0.1328186288829094,-0.020595106903886724,0.07816752913596454,-0.0780529564873152,92194.70435126849
0.06477755820785358,-0.055866058009616075,-0.028106769844751425,0.019296040537352184,101929.60405373521
0.11129444266393836,0.08499478043621833,0.17007646299481677,0.10928274602871019,110928.27460287102
0.24131328975765828,0.03197634620852188,0.1452522072332117,0.1689060984404727,116890.60984404727
0.08360196166533157,0.03756332888840299,-0.01977973131977194,0.05945220253374264,105945.22025337427
-0.15807818005719962,-0.1087379116477899,0.00413282786695944,-0.1270549987419608,87294.50012580393
-0.046302265085039845,0.08437305119912564,0.11849991744642935,0.00938054805335672,100938.05480533566
0.008528749440208053,-0.0003389861661980201,0.06789326136230417,0.011804879950495843,101180.4879950496
0.011630648707455823,0.07616759445052171,0.053279439181189506,0.035156611477748956,103515.66114777491
0.3512218064666851,0.013792016896668948,0.2306834547781373,0.23793903442682546,123793.90344268255
0.014393134705731586,0.027501964840003,0.1857891619483002,0.03546538647026987,103546.53864702699
-0.0016682456432762227,0.02712595552809917,0.13858190247780244,0.020995029520244263,102099.50295202443
0.04630257040306155,0.02030398610338609,0.18690964514251768,0.05256370258710452,105256.37025871046
0.04655860974775824,-0.015931102771811083,-0.06423226428765479,0.01673260858834614,101673.26085883462
0.3070412100914668,0.028297229884935535,0.2685084958304451,0.21956474460340525,121956.47446034053
0.04057429435476548,-0.15286586222001247,-0.0046409035541061655,-0.02197927240855507,97802.0727591445
0.04654592644218469,-0.01109346010825344,-0.07008205741645517,0.01759131209118927,101759.13120911893
-0.02459991865169961,-0.004472804407320147,0.06488493028150387,-0.00961329948506542,99038.67005149346
0.2252247157769836,0.07164095191880443,0.15736225588143898,0.17236334062997538,117236.33406299754
0.170434684310883,0.13353229267336614,-0.15109539759069945,0.12721095862946968,112721.09586294697
-0.08466716937744265,0.05342198201015799,0.18776208507064163,-0.01599749851635402,98400.2501483646
-0.09187690692873893,0.08103919976603058,-0.003612275344324928,-0.031175611761866673,96882.43882381334
0.250087189649307,0.08427295123052525,0.06430095123876459,0.18176429428261823,118176.42942826184
0.06190732800190127,0.06955555213303333,0.06001529119228789,0.06401259156027954,106401.25915602795
-0.2577571393215584,0.11678874828215935,-0.13379250324515918,-0.13299690943280315,86700.30905671968
0.04387885740304783,-0.0045418314667874035,0.1313812081366924,0.03810288581546172,103810.28858154618
0.23621641306440924,0.023675751692157198,0.14732635645205522,0.1635652089914982,116356.52089914982
-0.09977507682947448,0.04536936465763947,0.1351339321171198,-0.032740843488680865,96725.91565113192
0.16299355835344936,-0.04201732366613433,0.1776658356707842,0.10295752147930773,110295.75214793078
-0.017648557137847895,-0.01091858041548776,0.17408581423256875,0.0035438730159018123,100354.38730159019
-0.23700094168036243,0.09289086406516822,-0.1707015774706655,-0.13140346353573354,86859.65364642665
0.23239956869338732,0.08151469458816044,-0.008983854898461,0.16299576410263442,116299.57641026346
0.049550185057934085,0.08158548606030326,-0.026882512961300814,0.05151750555672134,105151.75055567214
-0.018535143586627723,0.08609342914940805,0.3981884526482248,0.05452578785766826,105452.57878576683
0.1004131114818755,-0.038739654982259404,0.21956485802168474,0.07058245619661596,107058.2456196616
0.3345515700183893,0.0483194367655402,0.2237678749332518,0.23760356053402082,123760.35605340208
-0.2058671872851727,-0.034240892601045424,0.11795681305548097,-0.12199689884586913,87800.31011541309
0.061308344946921924,0.015952169858821533,0.174680170737642,0.059038674999563806,105903.86749995637
0.04186220510345935,0.03361671659118033,0.12419025193829304,0.047621363233259016,104762.13632332589
0.17398393982194627,0.01196271108508297,0.09648516343333774,0.11762769356202643,111762.76935620264
-0.2208726868704353,-0.08286104116680404,0.08892731036328008,-0.14848919343597436,85151.08065640257
0.4387698318975516,0.03197737629837276,0.23286873603699737,0.2961419856317425,129614.19856317424
0.025809841459631166,0.04627536236283173,0.12046682459358596,0.041415196043986816,104141.51960439868
0.16608386427051058,0.002976719968549549,0.17235266705812982,0.1177786012586842,111777.8601258684
0.012828977970782487,-0.00871528538689506,0.12237131207839338,0.017319932374240316,101731.99323742403
0.07939734373656351,0.0071123559142472065,-0.020294315372651986,0.04774268147894708,104774.2681478947
0.22597360756643256,0.011611592851438084,0.1932140157179427,0.15838904396708522,115838.90439670852
-0.007739153008766708,0.027704333596410335,0.03895919550309767,0.007563727823972842,100756.37278239729
-0.1459956321380993,-0.0012265419858435642,0.04735733395612885,-0.08322960848299976,91677.03915170002
0.1301444856030815,-0.011780766754697428,0.11585951914466963,0.08613841324990662,108613.84132499066
-0.009724294067990358,-0.031431159835230184,-0.05667440924299595,-0.020931365315662864,97906.86346843372
0.12197312268128785,0.05587989150199536,0.012234671224584312,0.09117130818182975,109117.13081818297
0.03824536134524968,0.03160934649379464,0.06976531885292941,0.03940655264058114,103940.6552640581
-0.03054468759121637,-0.06967279453835859,0.11820416184969862,-0.027408234731267533,97259.17652687324
0.23278598987967913,-0.007466458349704157,0.26933209364979027,0.16436486578787526,116436.48657878753
-0.013063392758087988,0.0017211600732883123,-0.03620243726695717,-0.010941931359562014,98905.8068640438
0.06745233488839916,0.03516998177715391,0.16793333346505804,0.06781572881269148,106781.57288126915
0.25652138555227644,0.05580309697337421,0.033184506164040346,0.17397221103978217,117397.22110397821
0.23371182689882736,0.028232743698100634,0.16966290385644042,0.16566320963437065,116566.32096343706
0.167749868992577,0.03298721841561627,0.19968242496461547,0.1305143294166926,113051.43294166926
0.0359062290398999,0.05965913704742255,0.11167278095242085,0.050608756633408795,105060.87566334088
